scope,method_a,method_b,metric,cluster_unit,n_clusters,mean_effect,ci_low,ci_high,permutation_p,good_rate
id_size=2,rsn_class_std_huber_k150,nnguide_k50,AUROC,id_set_after_seed_backbone_mean,28,-0.0005588991167062099,-0.00504659331207545,0.0036704171058293314,0.8091190880911909,0.5357142857142857
id_size=3,rsn_class_std_huber_k150,nnguide_k50,AUROC,id_set_after_seed_backbone_mean,56,-0.0008402090164995096,-0.0041976042692300555,0.002360250152007569,0.6245375462453755,0.48214285714285715
id_size=4,rsn_class_std_huber_k150,nnguide_k50,AUROC,id_set_after_seed_backbone_mean,70,0.0004206316315842901,-0.0027699916025438246,0.0035684896221433358,0.7949205079492051,0.5428571428571428
id_size=5,rsn_class_std_huber_k150,nnguide_k50,AUROC,id_set_after_seed_backbone_mean,56,0.002148973965244954,-0.0017385090369844802,0.005784827963568832,0.26707329267073293,0.5535714285714286
id_size=6,rsn_class_std_huber_k150,nnguide_k50,AUROC,id_set_after_seed_backbone_mean,28,0.00384915592177951,-0.002650191053979852,0.010159161752127862,0.252974702529747,0.5714285714285714
id_size=7,rsn_class_std_huber_k150,nnguide_k50,AUROC,id_set_after_seed_backbone_mean,8,0.005064959039812354,-0.014456283193456345,0.02254257387517107,0.6271372862713729,0.625
m2_m7_equal_weight,rsn_class_std_huber_k150,nnguide_k50,AUROC,id_set_stratified_by_id_size,246,0.001680768737535898,-0.001979081908069506,0.005043889035226402,0.3040695930406959,0.5365853658536586
id_size=2,rsn_class_std_huber_k150,nnguide_k50,FPR95,id_set_after_seed_backbone_mean,28,0.015402956849742551,-0.006824118204042302,0.039586103947658886,0.2121787821217878,0.5357142857142857
id_size=3,rsn_class_std_huber_k150,nnguide_k50,FPR95,id_set_after_seed_backbone_mean,56,0.04206815301140079,0.02478215112374928,0.061245078929192016,9.999000099990002e-05,0.6785714285714286
id_size=4,rsn_class_std_huber_k150,nnguide_k50,FPR95,id_set_after_seed_backbone_mean,70,0.06371353789967432,0.046128607399628145,0.08251387039726842,9.999000099990002e-05,0.8
id_size=5,rsn_class_std_huber_k150,nnguide_k50,FPR95,id_set_after_seed_backbone_mean,56,0.0784642606450187,0.0566304047739241,0.1011845453099598,9.999000099990002e-05,0.8392857142857143
id_size=6,rsn_class_std_huber_k150,nnguide_k50,FPR95,id_set_after_seed_backbone_mean,28,0.09023821565436793,0.053247738908012224,0.1297272667807645,9.999000099990002e-05,0.8214285714285714
id_size=7,rsn_class_std_huber_k150,nnguide_k50,FPR95,id_set_after_seed_backbone_mean,8,0.09279144796709846,0.008144595401328301,0.2060407260937486,0.09989001099890012,0.625
m2_m7_equal_weight,rsn_class_std_huber_k150,nnguide_k50,FPR95,id_set_stratified_by_id_size,246,0.06377976200455047,0.04619123041007791,0.0847351350800277,9.999000099990002e-05,0.7479674796747967
id_size=2,rsn_class_std_huber_k150,nnguide_k50,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.00046496933835606764,-0.0018591910195048724,0.0027668002900282547,0.7056294370562943,0.5
id_size=3,rsn_class_std_huber_k150,nnguide_k50,AUPR_OUT,id_set_after_seed_backbone_mean,56,0.0035187169017150293,8.971205866785979e-05,0.007075637698925249,0.05699430056994301,0.5535714285714286
id_size=4,rsn_class_std_huber_k150,nnguide_k50,AUPR_OUT,id_set_after_seed_backbone_mean,70,0.010226741387907901,0.005155425997039583,0.015382490713403757,0.0004999500049995,0.6285714285714286
id_size=5,rsn_class_std_huber_k150,nnguide_k50,AUPR_OUT,id_set_after_seed_backbone_mean,56,0.019315712824636035,0.011652948849345004,0.027339663647348935,9.999000099990002e-05,0.7321428571428571
id_size=6,rsn_class_std_huber_k150,nnguide_k50,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.027106061802448313,0.013152311458824614,0.04110817656738075,0.000999900009999,0.75
id_size=7,rsn_class_std_huber_k150,nnguide_k50,AUPR_OUT,id_set_after_seed_backbone_mean,8,0.02918351981929063,-0.001349254802481144,0.0648638977606291,0.1822817718228177,0.625
m2_m7_equal_weight,rsn_class_std_huber_k150,nnguide_k50,AUPR_OUT,id_set_stratified_by_id_size,246,0.014969287012392328,0.009073947984318232,0.02136073507542291,9.999000099990002e-05,0.6341463414634146
id_size=2,rsn_class_std_huber_k150,nnguide_k50,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,0.0006838221161123477,-0.004671603317595175,0.006073100259124407,0.806019398060194,0.5357142857142857
id_size=3,rsn_class_std_huber_k150,nnguide_k50,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,56,0.004287108332821101,-0.00020590420712765812,0.008923043500011513,0.0765923407659234,0.5714285714285714
id_size=4,rsn_class_std_huber_k150,nnguide_k50,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,70,0.008925420829771167,0.0043757434873598735,0.013634400728496874,0.0004999500049995,0.6285714285714286
id_size=5,rsn_class_std_huber_k150,nnguide_k50,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,56,0.013335925788429206,0.00779287478834011,0.018978789679982604,9.999000099990002e-05,0.6964285714285714
id_size=6,rsn_class_std_huber_k150,nnguide_k50,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,0.01605351299343325,0.007092105077386092,0.025505366302492637,0.0023997600239976003,0.7142857142857143
id_size=7,rsn_class_std_huber_k150,nnguide_k50,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,8,0.014718737848084865,-0.006186351097098154,0.03779813264908289,0.277972202779722,0.625
m2_m7_equal_weight,rsn_class_std_huber_k150,nnguide_k50,AUPR_OUT_BALANCED,id_set_stratified_by_id_size,246,0.009667421318108655,0.005509318217262026,0.014030094102927064,9.999000099990002e-05,0.6300813008130082
id_size=2,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUROC,id_set_after_seed_backbone_mean,28,-0.0018759169948901892,-0.004589417391894846,0.0008118865757280468,0.18638136186381363,0.32142857142857145
id_size=3,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUROC,id_set_after_seed_backbone_mean,56,-0.002117407915980175,-0.004404924935146176,9.32018539812083e-05,0.063993600639936,0.4107142857142857
id_size=4,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUROC,id_set_after_seed_backbone_mean,70,-0.0026184542916271353,-0.004688988270473601,-0.0005925188915678287,0.0187981201879812,0.38571428571428573
id_size=5,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUROC,id_set_after_seed_backbone_mean,56,-0.0032450439811881897,-0.005794592843326085,-0.0006531847871446381,0.019098090190980903,0.35714285714285715
id_size=6,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUROC,id_set_after_seed_backbone_mean,28,-0.003852971073820112,-0.008250760572275355,0.0005580071604497853,0.1065893410658934,0.35714285714285715
id_size=7,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUROC,id_set_after_seed_backbone_mean,8,-0.004272156261266737,-0.01791218311698637,0.007868516841027183,0.5691430856914309,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUROC,id_set_stratified_by_id_size,246,-0.002996991753128756,-0.005504009216636951,-0.0006770786441414587,9.999000099990002e-05,0.3780487804878049
id_size=2,rsn_class_std_huber_k150,raw_classwise_huber_k150,FPR95,id_set_after_seed_backbone_mean,28,-0.0026751383240741417,-0.013254722295864784,0.00928146909186466,0.658034196580342,0.35714285714285715
id_size=3,rsn_class_std_huber_k150,raw_classwise_huber_k150,FPR95,id_set_after_seed_backbone_mean,56,0.0015853327583188702,-0.008818104421309609,0.01267124522282136,0.767023297670233,0.42857142857142855
id_size=4,rsn_class_std_huber_k150,raw_classwise_huber_k150,FPR95,id_set_after_seed_backbone_mean,70,0.003373610071472941,-0.005759435672224608,0.013183964353832976,0.49075092490750927,0.4714285714285714
id_size=5,rsn_class_std_huber_k150,raw_classwise_huber_k150,FPR95,id_set_after_seed_backbone_mean,56,0.004735600994030763,-0.004599541807086888,0.014379787216997363,0.34006599340065996,0.5178571428571429
id_size=6,rsn_class_std_huber_k150,raw_classwise_huber_k150,FPR95,id_set_after_seed_backbone_mean,28,0.008196970016912872,-0.004932648262854735,0.022279413041794344,0.2565743425657434,0.5357142857142857
id_size=7,rsn_class_std_huber_k150,raw_classwise_huber_k150,FPR95,id_set_after_seed_backbone_mean,8,0.011792363649815972,-0.010348152713518218,0.03430502012248742,0.4026597340265973,0.375
m2_m7_equal_weight,rsn_class_std_huber_k150,raw_classwise_huber_k150,FPR95,id_set_stratified_by_id_size,246,0.004501456527746213,-0.0011379360779006059,0.010122464599231083,0.1633836616338366,0.4634146341463415
id_size=2,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,28,-0.0017981197128405836,-0.003198503214369623,-0.0003948259092349091,0.017998200179982,0.2857142857142857
id_size=3,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,56,-0.001632246939906688,-0.0037165166644833767,0.0004765363253622566,0.13558644135586442,0.26785714285714285
id_size=4,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,70,-0.0007666253088580775,-0.0035850713735018362,0.0022012174782626215,0.6146385361463854,0.35714285714285715
id_size=5,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,56,0.0005646193349588257,-0.0037234719279609584,0.004925297373917384,0.7984201579842016,0.42857142857142855
id_size=6,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.001692171333395111,-0.0060416347708278665,0.01001537440412161,0.6863313668633136,0.5
id_size=7,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,8,0.002512974558280018,-0.012244568856736953,0.018473445760359652,0.7667233276672333,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUPR_OUT,id_set_stratified_by_id_size,246,9.546221083810078e-05,-0.0029076329677513524,0.003270312513359965,0.6616338366163383,0.36585365853658536
id_size=2,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,-0.004498152594327477,-0.0075012601051389835,-0.0013398183780855587,0.010698930106989302,0.2857142857142857
id_size=3,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,56,-0.003007639416613071,-0.005774168381648547,-0.00012855908238907756,0.0374962503749625,0.26785714285714285
id_size=4,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,70,-0.001694290302457163,-0.004294401935767247,0.0010305312913337719,0.22317768223177684,0.35714285714285715
id_size=5,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,56,-0.0004978841203166884,-0.003650403527150162,0.0028131892625636737,0.7727227277272273,0.4107142857142857
id_size=6,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,9.125233441755367e-05,-0.004983794660993689,0.005476348640826196,0.9695030496950305,0.5
id_size=7,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,8,-0.00012416601550755335,-0.01269991904870067,0.012472647707412052,0.993000699930007,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,raw_classwise_huber_k150,AUPR_OUT_BALANCED,id_set_stratified_by_id_size,246,-0.0016218133524673996,-0.00410368312409511,0.0009137389055727708,0.021997800219978002,0.3617886178861789
id_size=2,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUROC,id_set_after_seed_backbone_mean,28,-0.001830343049086685,-0.004533297835921709,0.0008090359694543928,0.19608039196080393,0.32142857142857145
id_size=3,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUROC,id_set_after_seed_backbone_mean,56,-0.0021276228507385135,-0.004324972596596698,4.897281277582335e-05,0.0628937106289371,0.42857142857142855
id_size=4,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUROC,id_set_after_seed_backbone_mean,70,-0.0026676909646559223,-0.004741721770369374,-0.0005262521222639637,0.016998300169983,0.38571428571428573
id_size=5,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUROC,id_set_after_seed_backbone_mean,56,-0.0033203286134183873,-0.0059290916427114015,-0.0007507586197032618,0.0164983501649835,0.35714285714285715
id_size=6,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUROC,id_set_after_seed_backbone_mean,28,-0.003941806149483063,-0.008476162144546889,0.0005708275388572503,0.10428957104289571,0.35714285714285715
id_size=7,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUROC,id_set_after_seed_backbone_mean,8,-0.0043532377315388575,-0.017482412046237166,0.007992652684616117,0.5532446755324467,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUROC,id_set_stratified_by_id_size,246,-0.0030401715598202383,-0.005525236040842056,-0.0007344188258147489,9.999000099990002e-05,0.3821138211382114
id_size=2,rsn_class_std_huber_k150,raw_classwise_squared_k150,FPR95,id_set_after_seed_backbone_mean,28,-0.0028317756874750273,-0.013311386021376314,0.008646370165557589,0.6304369563043696,0.35714285714285715
id_size=3,rsn_class_std_huber_k150,raw_classwise_squared_k150,FPR95,id_set_after_seed_backbone_mean,56,0.0006125490511643712,-0.009561239976894852,0.01157835218176043,0.9122087791220878,0.39285714285714285
id_size=4,rsn_class_std_huber_k150,raw_classwise_squared_k150,FPR95,id_set_after_seed_backbone_mean,70,0.0015435310427180172,-0.0073335380734106045,0.011145894262173764,0.7493250674932507,0.45714285714285713
id_size=5,rsn_class_std_huber_k150,raw_classwise_squared_k150,FPR95,id_set_after_seed_backbone_mean,56,0.0022157356076107867,-0.007264999681002333,0.011561548094082039,0.6467353264673532,0.48214285714285715
id_size=6,rsn_class_std_huber_k150,raw_classwise_squared_k150,FPR95,id_set_after_seed_backbone_mean,28,0.006112809528256302,-0.006408227414346658,0.019777873035717045,0.38366163383661633,0.5357142857142857
id_size=7,rsn_class_std_huber_k150,raw_classwise_squared_k150,FPR95,id_set_after_seed_backbone_mean,8,0.009163173066158735,-0.011300811867885953,0.030599283716148548,0.4928507149285071,0.375
m2_m7_equal_weight,rsn_class_std_huber_k150,raw_classwise_squared_k150,FPR95,id_set_stratified_by_id_size,246,0.0028026704347388644,-0.0023219587842248698,0.00822375027104139,0.4547545245475452,0.44308943089430897
id_size=2,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUPR_OUT,id_set_after_seed_backbone_mean,28,-0.0016775816343875317,-0.0030643116237247226,-0.00026171633782956825,0.025797420257974202,0.2857142857142857
id_size=3,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUPR_OUT,id_set_after_seed_backbone_mean,56,-0.0014124228097884919,-0.0034091468623729236,0.0007200056935840125,0.1924807519248075,0.26785714285714285
id_size=4,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUPR_OUT,id_set_after_seed_backbone_mean,70,-0.0005566458145119417,-0.0033875864693173195,0.0024760489534702583,0.7032296770322968,0.35714285714285715
id_size=5,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUPR_OUT,id_set_after_seed_backbone_mean,56,0.0006608786303119894,-0.003651845113755189,0.0050003288832854735,0.7633236676332367,0.42857142857142855
id_size=6,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.0016063208746015503,-0.00594364077046758,0.00970081375237563,0.7058294170582942,0.5
id_size=7,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUPR_OUT,id_set_after_seed_backbone_mean,8,0.002271968253893403,-0.011989591635949409,0.017954075964307644,0.7967203279672033,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUPR_OUT,id_set_stratified_by_id_size,246,0.00014875291668649626,-0.0027043789268700424,0.0032046456676182926,0.7681231876812319,0.36585365853658536
id_size=2,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,-0.004125845208562807,-0.00714076260951816,-0.0009625100964802383,0.014298570142985701,0.2857142857142857
id_size=3,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,56,-0.002649737428472888,-0.005325943806558743,0.00010033601715535024,0.06419358064193581,0.26785714285714285
id_size=4,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,70,-0.0014554346545832856,-0.004057217668989459,0.0012033978371382135,0.27577242275772423,0.35714285714285715
id_size=5,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,56,-0.0004023460956557011,-0.0036807326908708197,0.0028402148067594077,0.8083191680831917,0.42857142857142855
id_size=6,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,5.668296278894571e-05,-0.005025497262936961,0.0054151155955899696,0.9852014798520148,0.5
id_size=7,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,8,-0.0002050805246324981,-0.012802074601271508,0.012227898992111703,0.9622037796220378,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,raw_classwise_squared_k150,AUPR_OUT_BALANCED,id_set_stratified_by_id_size,246,-0.0014636268248530392,-0.003911566141862965,0.0010525868520462852,0.039996000399960006,0.36585365853658536
id_size=2,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUROC,id_set_after_seed_backbone_mean,28,-0.0010307030026464909,-0.003759639609871024,0.0014944726024611328,0.46985301469853014,0.42857142857142855
id_size=3,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUROC,id_set_after_seed_backbone_mean,56,-0.00028347386141054767,-0.0025135292892714983,0.0018921688447482308,0.8126187381261873,0.5
id_size=4,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUROC,id_set_after_seed_backbone_mean,70,5.158516917649104e-05,-0.002233040171946436,0.0022325965917077938,0.9617038296170383,0.5285714285714286
id_size=5,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUROC,id_set_after_seed_backbone_mean,56,5.080685488700162e-05,-0.002672313615267617,0.002771822152346318,0.9692030796920308,0.5357142857142857
id_size=6,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUROC,id_set_after_seed_backbone_mean,28,-0.0001097341036113251,-0.0047636392319867675,0.004562308926264783,0.9634036596340366,0.5
id_size=7,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUROC,id_set_after_seed_backbone_mean,8,-0.000312150038098917,-0.014554316126877015,0.011569362189808011,0.9614038596140386,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUROC,id_set_stratified_by_id_size,246,-0.00027227816361729797,-0.0028922400536019388,0.0020196612237157775,0.7827217278272173,0.508130081300813
id_size=2,rsn_class_std_huber_k150,raw_pooled_huber_k150,FPR95,id_set_after_seed_backbone_mean,28,-0.0008718660280166877,-0.01230518056484459,0.011420180352144304,0.8927107289271073,0.35714285714285715
id_size=3,rsn_class_std_huber_k150,raw_pooled_huber_k150,FPR95,id_set_after_seed_backbone_mean,56,0.0017613291071073482,-0.010388044833842765,0.014857268950762502,0.7929207079292071,0.42857142857142855
id_size=4,rsn_class_std_huber_k150,raw_pooled_huber_k150,FPR95,id_set_after_seed_backbone_mean,70,0.007170005189052716,-0.0042951315356859286,0.019768217188615066,0.24957504249575044,0.4714285714285714
id_size=5,rsn_class_std_huber_k150,raw_pooled_huber_k150,FPR95,id_set_after_seed_backbone_mean,56,0.011273216887049357,-0.001762593967819833,0.0252998352598719,0.10968903109689031,0.5178571428571429
id_size=6,rsn_class_std_huber_k150,raw_pooled_huber_k150,FPR95,id_set_after_seed_backbone_mean,28,0.01641959853276997,-0.002761776088876055,0.03739393594981007,0.12658734126587343,0.5357142857142857
id_size=7,rsn_class_std_huber_k150,raw_pooled_huber_k150,FPR95,id_set_after_seed_backbone_mean,8,0.021556852503525414,-0.00930694250202713,0.05888733190971189,0.36906309369063095,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,raw_pooled_huber_k150,FPR95,id_set_stratified_by_id_size,246,0.009551522698581354,0.0020571365894669316,0.01754769896381248,0.017198280171982803,0.46747967479674796
id_size=2,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,28,-0.0014732118943055722,-0.0028397315713763237,-0.00021975431613119168,0.039396060393960604,0.2857142857142857
id_size=3,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,56,-0.0007036795574850665,-0.0028945175446093946,0.0015749434422512025,0.5549445055494451,0.375
id_size=4,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,70,0.0008045879209221682,-0.0024725885832405283,0.004233857841139857,0.6538346165383462,0.45714285714285713
id_size=5,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,56,0.002579989347414994,-0.002574721503342832,0.007818352448866675,0.3428657134286571,0.44642857142857145
id_size=6,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.0037234739222024925,-0.004682723666958406,0.013431995338520651,0.4510548945105489,0.5357142857142857
id_size=7,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUPR_OUT,id_set_after_seed_backbone_mean,8,0.00403798017036321,-0.01102454700562018,0.019455988541506285,0.6492350764923508,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUPR_OUT,id_set_stratified_by_id_size,246,0.0014948566515187044,-0.0016544187246877759,0.004745953339854306,0.31056894310568944,0.4268292682926829
id_size=2,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,-0.0039769911588729955,-0.006932775866656099,-0.0010485594308959265,0.0160983901609839,0.25
id_size=3,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,56,-0.0018495677847859707,-0.004866849005121967,0.0012496930279709013,0.23887611238876114,0.375
id_size=4,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,70,-0.00010584593946847192,-0.0030906406645457318,0.0030586394211919807,0.948005199480052,0.45714285714285713
id_size=5,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,56,0.001284579533540819,-0.002388506611067283,0.0050809313772345165,0.5068493150684932,0.44642857142857145
id_size=6,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,28,0.0018914955861340703,-0.0035970183381815787,0.007962903974383631,0.5460453954604539,0.5357142857142857
id_size=7,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUPR_OUT_BALANCED,id_set_after_seed_backbone_mean,8,0.001526107183893505,-0.010329857537488111,0.013147006854249263,0.8135186481351865,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,raw_pooled_huber_k150,AUPR_OUT_BALANCED,id_set_stratified_by_id_size,246,-0.00020503709659317393,-0.0026632978923235373,0.002235548065157238,0.6797320267973203,0.42276422764227645
id_size=2,rsn_class_std_huber_k150,rsn_class_std_huber_calibrated,AUROC,id_set_after_seed_backbone_mean,28,0.004263364994245707,0.0003476454134619901,0.008592350693830712,0.0552944705529447,0.6428571428571429
id_size=3,rsn_class_std_huber_k150,rsn_class_std_huber_calibrated,AUROC,id_set_after_seed_backbone_mean,56,0.0060260893986035045,0.0025563802093027596,0.009543633353404234,0.0020997900209979003,0.625
id_size=4,rsn_class_std_huber_k150,rsn_class_std_huber_calibrated,AUROC,id_set_after_seed_backbone_mean,70,0.006539350487290244,0.0031685429914595567,0.009931020265818394,0.0005999400059994001,0.6714285714285714
id_size=5,rsn_class_std_huber_k150,rsn_class_std_huber_calibrated,AUROC,id_set_after_seed_backbone_mean,56,0.006536710428540988,0.00260900161042165,0.010570796069868512,0.0021997800219978004,0.6607142857142857
id_size=6,rsn_class_std_huber_k150,rsn_class_std_huber_calibrated,AUROC,id_set_after_seed_backbone_mean,28,0.006303836154218629,-4.457608313409225e-05,0.012698358340456205,0.067993200679932,0.6428571428571429
id_size=7,rsn_class_std_huber_k150,rsn_class_std_huber_calibrated,AUROC,id_set_after_seed_backbone_mean,8,0.005670219187207133,-0.012714069783683455,0.02592398456308848,0.6392360763923608,0.5
m2_m7_equal_weight,rsn_class_std_huber_k150,rsn_class_std_huber_calibrated,AUROC,id_set_stratified_by_id_size,246,0.005889928441684369,0.0024023588624686337,0.009616628213197323,9.999000099990002e-05,0.6463414634146342
id_size=2,rsn_class_std_huber_k150,rsn_class_std_huber_calibrated,FPR95,id_set_after_seed_backbone_mean,28,0.039923784737143427,0.012777974830392384,0.07238121121294412,0.007099290070992901,0.7142857142857143
id_size=3,rsn_class_std_huber_k150,rsn_class_std_huber_calibrated,FPR95,id_set_after_seed_backbone_mean,56,0.06358221585613823,0.0426756168075095,0.08627400723679945,9.999000099990002e-05,0.8035714285714286
id_size=4,rsn_class_std_huber_k150,rsn_class_std_huber_calibrated,FPR95,id_set_after_seed_backbone_mean,70,0.07528308270071955,0.05505261864368123,0.09565634442910267,9.999000099990002e-05,0.7857142857142857
id_size=5,rsn_class_std_huber_k150,rsn_class_std_huber_calibrated,FPR95,id_set_after_seed_backbone_mean,56,0.08188963169007428,0.058117963254081986,0.1057821504362379,9.999000099990002e-05,0.7678571428571429
id_size=6,rsn_class_std_huber_k150,rsn_class_std_huber_calibrated,FPR95,id_set_after_seed_backbone_mean,28,0.08611382866911317,0.04791690768530822,0.125564882032743,0.0005999400059994001,0.75
id_size=7,rsn_class_std_huber_k150,rsn_class_std_huber_calibrated,FPR95,id_set_after_seed_backbone_mean,8,0.081459696172933,-0.005218340095355436,0.17892232475331263,0.18448155184481552,0.625
m2_m7_equal_weight,rsn_class_std_huber_k150,rsn_class_std_huber_calibrated,FPR95,id_set_stratified_by_id_size,246,0.07137537330435362,0.05389638518880476,0.09026027924360533,9.999000099990002e-05,0.7682926829268293
id_size=2,rsn_class_std_huber_k150,rsn_class_std_huber_calibrated,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.002777253182308023,0.00016123402738611105,0.005655203056917915,0.06229377062293771,0.6785714285714286
id_size=3,rsn_class_std_huber_k150,rsn_class_std_huber_calibrated,AUPR_OUT,id_set_after_seed_backbone_mean,56,0.008199115602354397,0.004159268719140858,0.012534416799657168,0.00019998000199980003,0.7142857142857143
id_size=4,rsn_class_std_huber_k150,rsn_class_std_huber_calibrated,AUPR_OUT,id_set_after_seed_backbone_mean,70,0.015220465733107678,0.009391178376427655,0.02113930542727322,9.999000099990002e-05,0.7571428571428571
id_size=5,rsn_class_std_huber_k150,rsn_class_std_huber_calibrated,AUPR_OUT,id_set_after_seed_backbone_mean,56,0.022617276626022427,0.014209848446134184,0.031194287759784507,9.999000099990002e-05,0.8035714285714286
id_size=6,rsn_class_std_huber_k150,rsn_class_std_huber_calibrated,AUPR_OUT,id_set_after_seed_backbone_mean,28,0.027390646274476287,0.012979080859883554,0.042021428184599065,0.0008999100089991,0.7142857142857143
id_size=7,rsn_class_std_huber_k150,rsn_class_std_huber_calibrated,AUPR_OUT,id_set_after_seed_backbone_mean,8,0.0279524166201002,-0.0050664795496488165,0.06560356943350394,0.22527747225277472,0.5
