method,ood_class,AUROC,FPR95,AUPR_OUT,AUPR_OUT_BALANCED
knn_raw_classwise_k150_mean,MACRO_8_SPECIES,0.8780682894709531,0.5648336997562904,0.6081640470039337,0.8221977223675897
knn_raw_pooled_k150_kth,MACRO_8_SPECIES,0.8756487453721925,0.5667556810118467,0.6018417943754728,0.8179416953790768
knn_raw_pooled_k150_mean,MACRO_8_SPECIES,0.8758570289668592,0.5680427728806672,0.6075036471886814,0.8210928088159389
l2_class_std_euclidean_k150,MACRO_8_SPECIES,0.8791686796257684,0.5710188846869136,0.6266884240185032,0.821054442866243
l2_class_std_huber_k150,MACRO_8_SPECIES,0.8795234289268338,0.5661941493568085,0.6291470024814085,0.8223573837753888
l2_class_std_squared_k150,MACRO_8_SPECIES,0.8789809269952216,0.5711163716792579,0.6256791620525182,0.8204372341647019
nnguide_k10,MACRO_8_SPECIES,0.8713795878828067,0.6169617693401521,0.5849268545109395,0.8120193841209553
nnguide_k50,MACRO_8_SPECIES,0.8751570055788204,0.6147066893114008,0.5924229259536087,0.8140524183826443
raw_classwise_huber_k150,MACRO_8_SPECIES,0.8778652710390195,0.5656066413347536,0.6074763573628681,0.8218305646348735
raw_classwise_squared_k150,MACRO_8_SPECIES,0.877885320985226,0.5643676913969186,0.6070842284563945,0.8215547415775387
raw_pooled_huber_k150,MACRO_8_SPECIES,0.8756742405712802,0.568583675955479,0.6069730137428736,0.8208076365960357
rsn_class_std_huber_calibrated,MACRO_8_SPECIES,0.8698706009973265,0.6231119811348158,0.586797782716563,0.8090809708598299
rsn_class_std_huber_k150,MACRO_8_SPECIES,0.8756283148003776,0.5591096958683363,0.6098919274174255,0.8210450519700803
rsn_delta075,MACRO_8_SPECIES,0.882602834183227,0.5381676808749272,0.6426534803111548,0.8302176507682849
rsn_delta100,MACRO_8_SPECIES,0.882555382798227,0.5387266916749968,0.6422754191615042,0.8300172163078822
rsn_delta200,MACRO_8_SPECIES,0.8823074496695906,0.5415378758134675,0.6404373641929386,0.8290400713013774
rsn_delta300,MACRO_8_SPECIES,0.8820756515453996,0.543731493304979,0.6389262640771847,0.8282316303620109
rsn_equalbank3000,MACRO_8_SPECIES,0.8697729463333255,0.5970158696510822,0.5905639821690313,0.809739891385218
rsn_k100,MACRO_8_SPECIES,0.8824245717029499,0.5394533564150603,0.6450553553129355,0.8315741091840602
rsn_k25,MACRO_8_SPECIES,0.8806793428670603,0.5407236300078645,0.6449602634971915,0.8322234302966081
rsn_k300,MACRO_8_SPECIES,0.8823849227829499,0.5507895987740229,0.6351573792580771,0.8261361606219948
rsn_k50,MACRO_8_SPECIES,0.8820622707745434,0.5369234611207254,0.6479894360600537,0.8333338710646736
rsn_tau1e1,MACRO_8_SPECIES,0.8824902995240484,0.5396011551288568,0.6417021456808438,0.8297140232270896
rsn_tau1e2,MACRO_8_SPECIES,0.8824780053859818,0.5396274790646541,0.6416679747411528,0.8296944486315655
rsn_tau1e4,MACRO_8_SPECIES,0.8824780053859818,0.5396274790646541,0.6416679747411528,0.8296944486315655
